date,close,open,high,low,vol,pct_change,return,log_return,volatility_20d
2016-04-06,7614.35,7636.05,7638.65,7591.75,170.65,0.15,0.0014664877946128918,0.001465413551501711,0.14139153583046288
2016-04-07,7546.45,7630.4,7630.75,7535.85,241.68,-0.89,-0.008917373117863003,-0.008957370850205362,0.14562089577555548
2016-04-08,7555.2,7542.35,7569.35,7526.7,147.82,0.12,0.001159485585937814,0.0011588139016811545,0.1440558745419329
2016-04-11,7671.4,7577.8,7678.8,7516.85,185.35,1.54,0.015380135535789874,0.015263060148727501,0.1515315814707845
2016-04-12,7708.95,7669.25,7717.4,7663.35,168.51,0.49,0.004894804077482551,0.004882863472765534,0.15193885946206895
2016-04-13,7850.45,7777.15,7864.8,7772.2,227.22,1.84,0.018355288333690156,0.018188863461525737,0.16323695188810697
2016-04-18,7914.7,7908.15,7920.6,7842.75,190.26,0.82,0.00818424421529973,0.008150934906212496,0.15767244096395241
2016-04-20,7914.75,7950.05,7950.4,7877.55,211.63,0.0,6.317358838714426e-06,6.3173388842871176e-06,0.1577896108535772
2016-04-21,7912.05,7953.65,7978.45,7884.1,230.58,-0.03,-0.0003411352222116859,-0.0003411934220679929,0.15813669550833417
2016-04-22,7899.3,7891.8,7923.35,7873.35,188.99,-0.16,-0.0016114660549415571,-0.0016127658629500094,0.15461289738153713
